lambda_nm Rup_1nm Rup_8nm Rup_16nm Rup_24nm Rup_31nm Rup_39nm Rup_47nm Rup_54nm Rup_62nm Rup_70nm Rdown_1nm Rdown_8nm Rdown_16nm Rdown_24nm Rdown_31nm Rdown_39nm Rdown_47nm Rdown_54nm Rdown_62nm Rdown_70nm
773.366834 0.042568 0.122067 0.290419 0.542582 0.690779 0.774334 0.821629 0.848647 0.864186 0.873159 0.029692 0.078266 0.251451 0.474347 0.608401 0.685312 0.729446 0.754941 0.769742 0.778357
776.130653 0.042196 0.106432 0.301674 0.552509 0.698806 0.780988 0.827410 0.853895 0.869114 0.877896 0.029420 0.066529 0.258271 0.479292 0.611208 0.686606 0.729778 0.754682 0.769126 0.777527
778.894472 0.041835 0.093346 0.312553 0.561959 0.706380 0.787225 0.832801 0.858771 0.873681 0.882278 0.029137 0.056745 0.264909 0.484020 0.613860 0.687802 0.730052 0.754392 0.768496 0.776694
781.658291 0.041482 0.082732 0.323068 0.570966 0.713539 0.793080 0.837837 0.863309 0.877920 0.886340 0.028841 0.048842 0.271350 0.488522 0.616338 0.688875 0.730239 0.754039 0.767818 0.775821
784.422111 0.041136 0.074439 0.333234 0.579562 0.720314 0.798587 0.842549 0.867540 0.881864 0.890113 0.028535 0.042692 0.277580 0.492785 0.618624 0.689801 0.730313 0.753594 0.767061 0.774878
787.185930 0.040798 0.068265 0.343059 0.587770 0.726735 0.803774 0.846966 0.871493 0.885539 0.893622 0.028224 0.038141 0.283641 0.496889 0.620813 0.690684 0.730379 0.753164 0.766332 0.773971
789.949749 0.040464 0.063979 0.352562 0.595621 0.732830 0.808667 0.851114 0.875190 0.888969 0.896893 0.027904 0.035007 0.289501 0.500782 0.622836 0.691442 0.730349 0.752657 0.765539 0.773008
792.713568 0.040136 0.061351 0.361754 0.603136 0.738621 0.813289 0.855013 0.878655 0.892175 0.899945 0.027579 0.033108 0.295173 0.504492 0.624725 0.692108 0.730257 0.752106 0.764713 0.772018
795.477387 0.039811 0.060154 0.370650 0.610336 0.744132 0.817662 0.858685 0.881907 0.895176 0.902798 0.027249 0.032269 0.300664 0.508032 0.626491 0.692691 0.730108 0.751515 0.763859 0.771007
798.241206 0.039491 0.060174 0.379262 0.617243 0.749381 0.821805 0.862148 0.884963 0.897990 0.905470 0.026914 0.032330 0.305985 0.511417 0.628151 0.693206 0.729919 0.750902 0.762992 0.769988
801.005025 0.039173 0.061219 0.387605 0.623874 0.754389 0.825735 0.865419 0.887840 0.900633 0.907974 0.026576 0.033140 0.311126 0.514632 0.629680 0.693626 0.729658 0.750231 0.762076 0.768927
803.768844 0.038859 0.063121 0.395693 0.630248 0.759171 0.829467 0.868512 0.890551 0.903119 0.910326 0.026234 0.034569 0.316082 0.517670 0.631070 0.693937 0.729309 0.749486 0.761096 0.767806
806.532663 0.038545 0.065725 0.403536 0.636380 0.763743 0.833017 0.871441 0.893110 0.905459 0.912537 0.025889 0.036510 0.320906 0.520610 0.632410 0.694236 0.728972 0.748768 0.760151 0.766727
809.296482 0.038234 0.068908 0.411147 0.642284 0.768119 0.836398 0.874219 0.895529 0.907666 0.914619 0.025542 0.038857 0.325546 0.523371 0.633602 0.694413 0.728532 0.747959 0.759122 0.765568
812.060302 0.037926 0.072557 0.418535 0.647973 0.772310 0.839620 0.876855 0.897818 0.909750 0.916582 0.025196 0.041536 0.330070 0.526055 0.634765 0.694596 0.728120 0.747192 0.758144 0.764465
814.824121 0.037618 0.076581 0.425715 0.653461 0.776331 0.842696 0.879362 0.899988 0.911720 0.918435 0.024845 0.044472 0.334425 0.528576 0.635794 0.694668 0.727614 0.746341 0.757089 0.763288
817.587940 0.037312 0.080901 0.432694 0.658760 0.780192 0.845635 0.881747 0.902045 0.913585 0.920187 0.024492 0.047607 0.338642 0.530981 0.636740 0.694686 0.727070 0.745464 0.756014 0.762096
820.351759 0.037008 0.085453 0.439483 0.663879 0.783901 0.848445 0.884019 0.904000 0.915353 0.921844 0.024138 0.050895 0.342728 0.533280 0.637615 0.694657 0.726498 0.744568 0.754926 0.760895
823.115578 0.036708 0.090183 0.446090 0.668828 0.787468 0.851136 0.886186 0.905858 0.917030 0.923414 0.023783 0.054293 0.346679 0.535462 0.638404 0.694567 0.725880 0.743637 0.753810 0.759669
825.879397 0.036408 0.095047 0.452526 0.673619 0.790903 0.853715 0.888255 0.907627 0.918622 0.924904 0.023424 0.057767 0.350484 0.537508 0.639083 0.694386 0.725184 0.742636 0.752628 0.758381
828.643216 0.036113 0.100004 0.458794 0.678256 0.794211 0.856189 0.890232 0.909312 0.920136 0.926318 0.023067 0.061297 0.354205 0.539509 0.639755 0.694226 0.724527 0.741684 0.751503 0.757153
831.407035 0.035818 0.105029 0.464908 0.682751 0.797403 0.858565 0.892124 0.910920 0.921578 0.927662 0.022704 0.064851 0.357775 0.541364 0.640299 0.693955 0.723769 0.740639 0.750288 0.755839
834.170854 0.035527 0.110093 0.470871 0.687110 0.800482 0.860848 0.893935 0.912455 0.922952 0.928941 0.022341 0.068417 0.361244 0.543141 0.640797 0.693659 0.723001 0.739592 0.749077 0.754530
836.934673 0.035241 0.115179 0.476690 0.691339 0.803456 0.863043 0.895672 0.913923 0.924262 0.930159 0.021978 0.071980 0.364609 0.544839 0.641243 0.693331 0.722214 0.738535 0.747860 0.753220
839.698492 0.034956 0.120268 0.482374 0.695446 0.806331 0.865157 0.897337 0.915327 0.925513 0.931320 0.021612 0.075528 0.367868 0.546448 0.641625 0.692957 0.721392 0.737449 0.746619 0.751887
842.462312 0.034675 0.125350 0.487927 0.699437 0.809112 0.867194 0.898937 0.916671 0.926708 0.932429 0.021245 0.079047 0.371010 0.547952 0.641923 0.692516 0.720513 0.736314 0.745333 0.750512
845.226131 0.034398 0.130412 0.493355 0.703317 0.811804 0.869158 0.900474 0.917959 0.927851 0.933487 0.020876 0.082537 0.374067 0.549395 0.642185 0.692057 0.719629 0.735180 0.744052 0.749145
847.989950 0.034124 0.135448 0.498665 0.707091 0.814411 0.871053 0.901951 0.919194 0.928945 0.934499 0.020505 0.085986 0.377015 0.550741 0.642371 0.691536 0.718692 0.733999 0.742728 0.747737
850.753769 0.033856 0.140449 0.503859 0.710763 0.816937 0.872881 0.903373 0.920379 0.929993 0.935466 0.020133 0.089395 0.379881 0.552027 0.642520 0.690996 0.717747 0.732816 0.741406 0.746333
853.517588 0.033593 0.145413 0.508943 0.714339 0.819386 0.874648 0.904742 0.921518 0.930997 0.936392 0.019759 0.092756 0.382653 0.553234 0.642609 0.690411 0.716766 0.731604 0.740058 0.744906
856.281407 0.033334 0.150333 0.513922 0.717823 0.821762 0.876356 0.906061 0.922612 0.931960 0.937279 0.019383 0.096068 0.385336 0.554368 0.642646 0.689787 0.715755 0.730367 0.738689 0.743459
859.045226 0.033080 0.155209 0.518800 0.721219 0.824069 0.878008 0.907333 0.923664 0.932884 0.938129 0.019005 0.099327 0.387926 0.555421 0.642620 0.689113 0.714703 0.729094 0.737287 0.741981
861.809045 0.032834 0.160036 0.523578 0.724529 0.826308 0.879607 0.908560 0.924676 0.933772 0.938944 0.018625 0.102540 0.390454 0.556436 0.642579 0.688440 0.713662 0.727838 0.735905 0.740526
864.572864 0.032592 0.164816 0.528266 0.727760 0.828486 0.881155 0.909745 0.925650 0.934625 0.939727 0.018241 0.105691 0.392873 0.557345 0.642444 0.687683 0.712542 0.726507 0.734452 0.739000
867.336683 0.032358 0.169545 0.532862 0.730911 0.830601 0.882654 0.910889 0.926589 0.935445 0.940478 0.017855 0.108794 0.395230 0.558215 0.642290 0.686921 0.711427 0.725187 0.733011 0.737489
870.100503 0.032132 0.174223 0.537370 0.733988 0.832659 0.884108 0.911994 0.927494 0.936234 0.941200 0.017467 0.111846 0.397518 0.559031 0.642102 0.686137 0.710298 0.723856 0.731563 0.735973
872.864322 0.031912 0.178854 0.541798 0.736996 0.834663 0.885519 0.913064 0.928367 0.936994 0.941894 0.017073 0.114835 0.399704 0.559749 0.641827 0.685276 0.709096 0.722458 0.730050 0.734393
875.628141 0.031701 0.183434 0.546143 0.739934 0.836614 0.886888 0.914099 0.929211 0.937727 0.942563 0.016676 0.117780 0.401843 0.560444 0.641548 0.684424 0.707913 0.721083 0.728563 0.732840
878.391960 0.031499 0.187966 0.550412 0.742807 0.838515 0.888218 0.915102 0.930026 0.938433 0.943207 0.016274 0.120669 0.403900 0.561065 0.641210 0.683522 0.706687 0.719668 0.727038 0.731251
881.155779 0.031305 0.192449 0.554607 0.745617 0.840367 0.889510 0.916073 0.930813 0.939115 0.943827 0.015868 0.123509 0.405897 0.561642 0.640843 0.682603 0.705449 0.718246 0.725509 0.729660
883.919598 0.031121 0.196886 0.558729 0.748366 0.842173 0.890766 0.917015 0.931575 0.939773 0.944426 0.015456 0.126299 0.407829 0.562167 0.640439 0.681658 0.704192 0.716808 0.723967 0.728056
886.683417 0.030946 0.201277 0.562782 0.751056 0.843935 0.891987 0.917928 0.932312 0.940409 0.945003 0.015037 0.129037 0.409689 0.562632 0.639989 0.680675 0.702903 0.715342 0.722398 0.726427
889.447236 0.030778 0.205624 0.566769 0.753691 0.845654 0.893175 0.918814 0.933025 0.941023 0.945560 0.014611 0.131720 0.411471 0.563024 0.639477 0.679639 0.701566 0.713831 0.720786 0.724757
892.211055 0.030618 0.209927 0.570690 0.756271 0.847332 0.894332 0.919674 0.933716 0.941617 0.946097 0.014178 0.134358 0.413198 0.563376 0.638939 0.678586 0.700218 0.712314 0.719170 0.723083
894.974874 0.030464 0.214187 0.574548 0.758798 0.848970 0.895458 0.920509 0.934386 0.942191 0.946617 0.013739 0.136951 0.414871 0.563689 0.638377 0.677519 0.698862 0.710791 0.717551 0.721408
897.738693 0.030312 0.218406 0.578346 0.761276 0.850572 0.896555 0.921321 0.935035 0.942748 0.947120 0.013292 0.139495 0.416477 0.563943 0.637767 0.676412 0.697471 0.709236 0.715901 0.719703
900.502513 0.030157 0.222586 0.582087 0.763707 0.852137 0.897625 0.922111 0.935666 0.943287 0.947607 0.012837 0.141994 0.418023 0.564147 0.637119 0.675275 0.696054 0.707660 0.714231 0.717979
903.266332 0.029996 0.226730 0.585773 0.766091 0.853669 0.898669 0.922880 0.936278 0.943810 0.948078 0.012378 0.144442 0.419496 0.564285 0.636414 0.674088 0.694592 0.706040 0.712520 0.716215
906.030151 0.029821 0.230834 0.589402 0.768429 0.855166 0.899687 0.923628 0.936873 0.944317 0.948535 0.011919 0.146853 0.420931 0.564401 0.635702 0.672902 0.693138 0.704431 0.710822 0.714465
908.793970 0.029625 0.234904 0.592979 0.770723 0.856631 0.900681 0.924357 0.937451 0.944809 0.948977 0.011462 0.149222 0.422312 0.564474 0.634957 0.671693 0.691664 0.702805 0.709108 0.712700
911.557789 0.029398 0.238940 0.596506 0.772977 0.858066 0.901651 0.925066 0.938013 0.945286 0.949406 0.011011 0.151546 0.423628 0.564487 0.634162 0.670438 0.690149 0.701141 0.707358 0.710900
914.321608 0.029134 0.242942 0.599980 0.775188 0.859469 0.902598 0.925757 0.938559 0.945749 0.949822 0.010576 0.153832 0.424902 0.564472 0.633352 0.669179 0.688634 0.699479 0.705612 0.709105
917.085427 0.028824 0.246914 0.603409 0.777361 0.860845 0.903524 0.926431 0.939090 0.946199 0.950225 0.010160 0.156071 0.426102 0.564387 0.632479 0.667860 0.687063 0.697764 0.703813 0.707258
919.849246 0.028467 0.250852 0.606789 0.779494 0.862191 0.904428 0.927087 0.939607 0.946636 0.950617 0.009772 0.158280 0.427277 0.564294 0.631612 0.666556 0.685512 0.696071 0.702039 0.705437
922.613065 0.028063 0.254764 0.610125 0.781592 0.863512 0.905313 0.927728 0.940110 0.947061 0.950997 0.009414 0.160437 0.428366 0.564114 0.630663 0.665174 0.683886 0.694306 0.700193 0.703544
925.376884 0.027618 0.258647 0.613417 0.783654 0.864806 0.906178 0.928354 0.940600 0.947475 0.951367 0.009090 0.162561 0.429416 0.563908 0.629699 0.663784 0.682256 0.692539 0.698348 0.701653
928.140704 0.027143 0.262501 0.616665 0.785681 0.866075 0.907024 0.928964 0.941079 0.947878 0.951726 0.008802 0.164652 0.430430 0.563678 0.628722 0.662389 0.680625 0.690774 0.696505 0.699765
930.904523 0.026647 0.266331 0.619874 0.787675 0.867321 0.907853 0.929561 0.941545 0.948270 0.952076 0.008543 0.166705 0.431388 0.563399 0.627704 0.660958 0.678962 0.688978 0.694633 0.697849
933.668342 0.026145 0.270138 0.623044 0.789638 0.868544 0.908665 0.930145 0.942000 0.948653 0.952417 0.008309 0.168713 0.432279 0.563055 0.626627 0.659473 0.677248 0.687133 0.692712 0.695885
936.432161 0.025649 0.273920 0.626173 0.791568 0.869743 0.909459 0.930715 0.942444 0.949025 0.952749 0.008097 0.170697 0.433146 0.562703 0.625554 0.657999 0.675548 0.685305 0.690811 0.693941
939.195980 0.025169 0.277679 0.629263 0.793468 0.870920 0.910238 0.931272 0.942877 0.949388 0.953071 0.007899 0.172641 0.433955 0.562298 0.624436 0.656485 0.673811 0.683442 0.688875 0.691963
941.959799 0.024710 0.281419 0.632319 0.795338 0.872076 0.911000 0.931817 0.943300 0.949741 0.953385 0.007710 0.174542 0.434696 0.561827 0.623256 0.654913 0.672020 0.681526 0.686887 0.689934
944.723618 0.024277 0.285136 0.635337 0.797179 0.873211 0.911747 0.932349 0.943712 0.950085 0.953691 0.007525 0.176420 0.435416 0.561348 0.622080 0.653352 0.670243 0.679626 0.684917 0.687923
947.487437 0.023870 0.288834 0.638321 0.798992 0.874326 0.912479 0.932870 0.944114 0.950420 0.953988 0.007341 0.178261 0.436081 0.560820 0.620861 0.651751 0.668429 0.677691 0.682913 0.685879
950.251256 0.023494 0.292511 0.641268 0.800777 0.875421 0.913196 0.933378 0.944506 0.950747 0.954277 0.007158 0.180066 0.436695 0.560248 0.619606 0.650121 0.666589 0.675732 0.680885 0.683811
953.015075 0.023146 0.296169 0.644181 0.802534 0.876496 0.913899 0.933876 0.944890 0.951066 0.954559 0.006973 0.181843 0.437275 0.559652 0.618337 0.648481 0.664742 0.673768 0.678853 0.681741
955.778894 0.022824 0.299810 0.647063 0.804266 0.877554 0.914588 0.934364 0.945265 0.951377 0.954834 0.006785 0.183580 0.437795 0.559000 0.617016 0.646793 0.662850 0.671760 0.676779 0.679628
958.542714 0.022526 0.303436 0.649914 0.805974 0.878594 0.915266 0.934842 0.945632 0.951681 0.955102 0.006594 0.185284 0.438267 0.558305 0.615659 0.645074 0.660930 0.669725 0.674679 0.677490
961.306533 0.022251 0.307044 0.652733 0.807657 0.879617 0.915931 0.935311 0.945991 0.951979 0.955365 0.006401 0.186966 0.438714 0.557597 0.614298 0.643357 0.659013 0.667696 0.672586 0.675360
964.070352 0.021998 0.310638 0.655523 0.809317 0.880624 0.916584 0.935770 0.946343 0.952270 0.955622 0.006206 0.188611 0.439106 0.556840 0.612894 0.641600 0.657061 0.665632 0.670459 0.673197
966.834171 0.021764 0.314219 0.658286 0.810955 0.881615 0.917226 0.936222 0.946688 0.952555 0.955873 0.006010 0.190226 0.439456 0.556046 0.611459 0.639816 0.655083 0.663545 0.668309 0.671010
969.597990 0.021549 0.317789 0.661021 0.812572 0.882592 0.917858 0.936665 0.947026 0.952834 0.956119 0.005812 0.191804 0.439751 0.555201 0.609979 0.637991 0.653066 0.661420 0.666122 0.668788
972.361809 0.021353 0.321346 0.663728 0.814166 0.883553 0.918478 0.937099 0.947357 0.953108 0.956359 0.005615 0.193352 0.440002 0.554318 0.608467 0.636138 0.651025 0.659272 0.663913 0.666544
975.125628 0.021172 0.324893 0.666410 0.815740 0.884499 0.919088 0.937526 0.947682 0.953375 0.956594 0.005418 0.194867 0.440205 0.553392 0.606918 0.634252 0.648952 0.657093 0.661674 0.664270
977.889447 0.021006 0.328428 0.669065 0.817293 0.885431 0.919688 0.937944 0.948000 0.953637 0.956824 0.005223 0.196360 0.440379 0.552447 0.605357 0.632358 0.646874 0.654911 0.659432 0.661994
980.653266 0.020856 0.331953 0.671694 0.818826 0.886349 0.920277 0.938354 0.948311 0.953892 0.957048 0.005029 0.197816 0.440498 0.551449 0.603748 0.630419 0.644752 0.652687 0.657150 0.659678
983.417085 0.020720 0.335467 0.674297 0.820338 0.887253 0.920856 0.938757 0.948616 0.954142 0.957267 0.004838 0.199251 0.440590 0.550435 0.602130 0.628476 0.642630 0.650464 0.654868 0.657363
986.180905 0.020599 0.338972 0.676875 0.821831 0.888142 0.921425 0.939152 0.948915 0.954387 0.957481 0.004650 0.200650 0.440631 0.549373 0.600469 0.626493 0.640470 0.648203 0.652551 0.655013
988.944724 0.020492 0.342468 0.679429 0.823305 0.889019 0.921984 0.939539 0.949207 0.954626 0.957690 0.004465 0.202015 0.440619 0.548262 0.598764 0.624470 0.638271 0.645905 0.650196 0.652626
991.708543 0.020398 0.345957 0.681961 0.824762 0.889884 0.922535 0.939920 0.949494 0.954861 0.957895 0.004284 0.203350 0.440564 0.547114 0.597027 0.622418 0.636045 0.643581 0.647816 0.650214
994.472362 0.020319 0.349438 0.684469 0.826200 0.890736 0.923077 0.940295 0.949776 0.955091 0.958096 0.004107 0.204656 0.440468 0.545930 0.595261 0.620340 0.633795 0.641235 0.645414 0.647781
997.236181 0.020254 0.352914 0.686957 0.827622 0.891577 0.923611 0.940663 0.950053 0.955316 0.958293 0.003935 0.205926 0.440318 0.544695 0.593447 0.618217 0.631502 0.638846 0.642971 0.645306
1000.000000 0.020203 0.356381 0.689422 0.829026 0.892406 0.924137 0.941025 0.950325 0.955538 0.958486 0.003770 0.207177 0.440147 0.543450 0.591630 0.616095 0.629213 0.636463 0.640534 0.642838
