n_mode,Rup
1,0.2701070046296803
2,0.34822754311572907
3,0.42643121597731715
4,0.37386198513458263
5,0.40589587840249863
6,0.4264967152260867
7,0.35600718741303095
8,0.35285810236049375
9,0.42867141919468
10,0.43135876515484073
11,0.3826873008694208
12,0.43598933194229555
13,0.42556525763694475
14,0.3669628897386854
15,0.4239255849026424
16,0.4295935710073374
17,0.41915424521160455
18,0.4352457928118305
19,0.4284533028202968
20,0.4164383099161945
