n_mode,Rup
1,0.2874917834125853
2,0.23173857466736122
3,0.24145365911269304
4,0.2440031379730708
5,0.2338839738838509
6,0.23587249084163353
7,0.2306834318176127
8,0.22810082375374657
9,0.2336325254052001
10,0.23247707271960047
11,0.2229743834237969
12,0.23261262513203845
13,0.2322745167508026
14,0.23107702987119536
15,0.23163254045696519
16,0.2328129124362126
17,0.23225932534110294
18,0.2293499496461854
19,0.23281869205510414
20,0.23201285716767742
21,0.2311743517391026
22,0.23195221474299285
23,0.23195937298296732
24,0.23026498616930616
25,0.23128499260244356
26,0.23197135455778445
27,0.23077551929940052
28,0.23150945232196882
29,0.23212396114463751
30,0.2312133380623955
31,0.23081076945874818
32,0.2321098541575266
33,0.2315566122245219
34,0.23131952784549595
35,0.23170785855862064
36,0.23178330491722704
37,0.23148992767265622
38,0.23133210597377482
39,0.23186572374736383
40,0.23153429986825833
41,0.2314744297867258
42,0.23189601912062494
43,0.2315981675583734
44,0.23116590256412436
45,0.23160272146918648
46,0.2316745446180133
47,0.2312811113317033
48,0.23155914434325475
49,0.2317523518363516
50,0.2314269536013166
51,0.23138374172360285
52,0.2318012577958331
53,0.23155173013940722
54,0.2314478170849723
55,0.2317220328146399
56,0.23163800253645214
57,0.231469896278141
58,0.2315437156649914
59,0.23169502499496553
60,0.2314930718624093
61,0.23146378324344433
62,0.23173476557230602
63,0.2315521034975588
64,0.2314004405371731
65,0.23168640006975272
66,0.2316115187738203
67,0.2314328855653813
68,0.23153849502691332
69,0.23165609140355098
70,0.23150079496503964
71,0.23149632583254853
72,0.23168116593278706
73,0.2315510111789971
74,0.23148848811266318
75,0.23168313508957358
76,0.2315990015428428
77,0.23149081845384725
78,0.23158196378426166
79,0.23163715766149687
80,0.23150710863135582
81,0.23149770483585405
82,0.23166591514760188
83,0.23154945822261117
84,0.23147948782889843
85,0.23167893393615746
86,0.23158927951835306
87,0.23148908563094006
88,0.23157123423896106
89,0.2316195073068558
90,0.2315213738350347
91,0.23153325177727788
92,0.231640919657214
93,0.23155179546897903
94,0.23151106708891953
95,0.231654543286168
96,0.2315840259517322
97,0.23151044786506977
98,0.2315873269060383
99,0.23161095398584
100,0.23152437812906665
