n_mode,Rup
1,0.30094206188331046
2,0.36354817039522974
3,0.39644618872294796
4,0.35812310948286846
5,0.3692461713003668
6,0.4069690007745448
7,0.22245399417386677
8,0.3817605826430598
9,0.40415258605514187
10,0.330016388138894
11,0.3686114734464396
12,0.36430439749131954
13,0.3469055334822303
14,0.2651738797081562
15,0.30883443040084074
16,0.3601475288157177
17,0.3546039974747468
18,0.32098473144522643
19,0.3743304620736791
20,0.32456781561265746
21,0.36380448936198456
22,0.38708699691827836
23,0.34972993073120173
24,0.3563095097465575
25,0.38095716933541995
26,0.3632592019771387
27,0.35414203384941345
28,0.38669336887695227
29,0.36708157946657044
30,0.3479603713953171
31,0.36891980985438777
32,0.3802829371165424
33,0.3565279317884908
34,0.37445899502989083
35,0.38535371403007934
36,0.369145436020417
37,0.3492730365112456
38,0.38137359883774763
39,0.3754061369702005
40,0.3604517353340006
41,0.37585387708924517
42,0.37720777791142696
43,0.36387673403703447
44,0.36380544647789
45,0.3741949439751701
46,0.3738755373419524
47,0.3714544156442584
48,0.3758350012100495
49,0.37872629468544144
50,0.3674426048840285
51,0.381090683779795
52,0.38284094211488007
53,0.37043183237382443
54,0.3790498818108064
55,0.3867576136790569
56,0.377419918305893
57,0.3761397404492147
58,0.3862039411634197
59,0.3793929667285707
60,0.37400316909119585
61,0.38333866513135034
62,0.38358555394286803
63,0.37462803296018166
64,0.38156682391499364
65,0.3869516260955171
66,0.38003974522488376
67,0.3788916260856382
68,0.3868909151713799
69,0.38306251035001876
70,0.3776837918937922
71,0.3833869206986461
72,0.38328322913328927
73,0.3778972196425025
74,0.38237744847642885
75,0.38367187428725646
76,0.3818562674851481
77,0.38159973513478157
78,0.38450143572263384
79,0.3847454058654847
80,0.38068221253954587
81,0.38649268121845787
82,0.38659650326285894
83,0.38037803721993435
84,0.38483874020905284
85,0.38835626771528586
86,0.3835972282414436
87,0.38229960797981766
88,0.388990198232224
89,0.3850456554819354
90,0.38270271456024335
91,0.38765848036057887
92,0.3870228190424676
93,0.3821150590002742
94,0.3854429862377644
95,0.3886385781631008
96,0.38479591878334574
97,0.38514864192390835
98,0.3892024889286892
99,0.38691211601900943
100,0.3838982652285763
