n_mode,Rup
1,0.2945298452125785
2,0.1681524065263119
3,0.12168688375793295
4,0.10333814453576563
5,0.10153060175117841
6,0.098882130157998
7,0.09420422840794787
8,0.09777241645618734
9,0.09004335832202415
10,0.09851683755695773
11,0.09579023832335648
12,0.09242593487552199
13,0.09264022100263165
14,0.09441907826781029
15,0.0929843710697479
16,0.09059746044266394
17,0.09281958708868498
18,0.09336274269326354
19,0.09098496904396257
20,0.09017322433886814
21,0.09240942964004026
22,0.09104220381721828
23,0.09063560303764036
24,0.09157547621418936
25,0.09207388486413819
26,0.09043657509686957
27,0.09084297154172606
28,0.09165594208124256
29,0.09037921114550601
30,0.09048160337388489
31,0.09118996017986053
32,0.09076773280110345
33,0.09000503190435424
34,0.09075065312903317
35,0.0911425356465997
36,0.09002404722454065
37,0.09033961483579739
38,0.0909171432768415
39,0.09015701605246038
40,0.09005905238871899
41,0.09065631018842368
42,0.09056834387554157
43,0.08999138197627354
44,0.09038681605453021
45,0.09067546682055719
46,0.08994510451632327
47,0.09015339600052402
48,0.09053018707139564
49,0.09006539060548291
50,0.08998078550462232
51,0.09036062167945895
52,0.0903842040432308
53,0.08986579460682859
54,0.09017993257255287
55,0.0903932484934079
56,0.08987960314482583
57,0.09001816777421055
58,0.09029500058839046
59,0.0899764180489106
60,0.08988755663348062
61,0.09017563089760727
62,0.09022744395999702
63,0.08981363851570967
64,0.09004590700870141
65,0.09021017075298558
66,0.08981386974639297
67,0.08992414749300008
68,0.09013953831333386
69,0.08990267217427114
70,0.08982776542596485
71,0.09005080892057717
72,0.09010384531301026
73,0.0897711066752702
74,0.08995237392628982
75,0.09008325167682511
76,0.08976829076351538
77,0.08985790277599491
78,0.09002963952228828
79,0.08984564570831235
80,0.08978255041250974
81,0.08996110669573165
82,0.0900084096405583
83,0.08973681214648327
84,0.08988372099420956
85,0.08999014544636223
86,0.08973345381503345
87,0.08980824679168986
88,0.08994818304763057
89,0.08979950242826898
90,0.0897466062481242
91,0.08989379388152
92,0.08993409762779155
93,0.08970925623049887
94,0.08983132707137263
95,0.08991910547513411
96,0.08970544377342635
97,0.08976941844989107
98,0.08988558857018326
99,0.08976072435764174
100,0.08971799762423148
