n_mode,Rup
1,0.8263265940144572
2,0.9073366766008908
3,0.9192200797063567
4,0.8537186443743641
5,0.8998861325574414
6,0.9187674513743674
7,0.9149435340355765
8,0.9159188386086649
9,0.9181244022365218
10,0.915928534482538
11,0.9103753848169734
12,0.9183057357566485
13,0.9160373917646528
14,0.9167866505737999
15,0.9178959681245248
16,0.9170289955686552
17,0.9168284592758893
18,0.9162705696913573
19,0.9181995901151595
20,0.9164837285521447
21,0.9178247095483465
22,0.9183234438272109
23,0.917068517387946
24,0.9158871484979122
25,0.9175909927596967
26,0.9174756695800085
27,0.9172761898541857
28,0.9181778087395337
29,0.9178937677606496
30,0.9173811238589836
31,0.9176733686666314
32,0.9184003450885121
33,0.9175402324552616
34,0.9179950777905526
35,0.9183924550024007
36,0.917815367201704
37,0.9178944662379567
38,0.918179654017179
39,0.9180512094268978
40,0.9178904159505031
41,0.9181470055351152
42,0.9183370805035098
43,0.9179097920833849
44,0.9178526606616416
45,0.9183441310964204
46,0.9179951652454897
47,0.9179433042014759
48,0.9182926915696897
49,0.9181335392291152
50,0.9179552080923031
51,0.9182642221662807
52,0.9182979496945703
53,0.9180413361206395
54,0.9182487403634577
55,0.9184610381479669
56,0.9181340985144714
57,0.9181930066092975
58,0.9184200427468555
59,0.9182320569502176
60,0.9181742185495667
61,0.9182940345457342
62,0.9183568338319567
63,0.9181802035187991
64,0.9182527961417819
65,0.9184894293077849
66,0.9182231478939162
67,0.9182306973392652
68,0.918411197746081
69,0.9182882647916707
70,0.9182361243697212
71,0.918415249694535
72,0.91836828030633
73,0.9182567062563146
74,0.9183663227967391
75,0.9184860085700742
76,0.9182937263702787
77,0.9183364114034694
78,0.918490393166525
79,0.918344442770989
80,0.9183144294673931
81,0.918422452231215
82,0.9184108534075266
83,0.9183204707103438
84,0.9183971564115981
85,0.9185135651113057
86,0.9183445260164483
87,0.918367869364089
88,0.9185036562319933
89,0.9183819719587412
90,0.9183642627809158
91,0.9184796400419193
92,0.9184338271383268
93,0.9183672528190225
94,0.9184413305550466
95,0.9185101341874029
96,0.9183857946384809
97,0.9184194186935595
98,0.9185261813938752
99,0.9184159328518372
100,0.9184021727482269
