n_mode,Rup
1,0.7002854904862114
2,0.6213531015302646
3,0.56342983842624
4,0.5577219220085115
5,0.7012925407854146
6,0.6621012472486073
7,0.6326121001266806
8,0.7032262402655036
9,0.6884942772492398
10,0.653385680809168
11,0.6664900780871202
12,0.6995890111846093
13,0.6586762691969109
14,0.6672474303091291
15,0.7040502811994974
16,0.6836236921636025
17,0.678851227300795
18,0.6907331574252785
19,0.6988483124252063
20,0.6857856028566235
21,0.687788217734318
22,0.705032663998227
23,0.6950300696895658
24,0.689027067732102
25,0.7021196195060974
26,0.7002277524253239
27,0.692187264191843
28,0.6973465195525049
29,0.7044841755241719
30,0.6968186184988429
31,0.6964598388686689
32,0.7064099179863567
33,0.7000835125520761
34,0.6972272650565935
35,0.7030764107016318
36,0.7038363975198263
37,0.699158862549376
38,0.7012193145548833
39,0.7062444397969789
40,0.701403273063706
41,0.7008247381185334
42,0.7074434300127347
43,0.7036575510588229
44,0.7013313821902931
45,0.7046792831839395
46,0.7057029228151047
47,0.7025646140562305
48,0.7036342379774843
49,0.7074816339094069
50,0.7041143847481323
51,0.7033907772554242
52,0.7078507158974021
53,0.7056659085407208
54,0.7037499109199036
55,0.7059397656824881
56,0.7071002106865459
57,0.704575667840249
58,0.7052441010896525
59,0.7083410556704326
60,0.7056786565077885
61,0.7050756667371186
62,0.7081860896485833
63,0.7068901900221839
64,0.7053349616208768
65,0.7068884378204449
66,0.7079898176347028
67,0.7059424691689982
68,0.706386614421653
69,0.7089148503932449
70,0.7067983393879601
71,0.7062578639215914
72,0.7085722973072717
73,0.7077511641829111
74,0.7064503619504799
75,0.7076226982305679
76,0.708615749609779
77,0.7069202543051271
78,0.7072355288897495
79,0.7093374239990822
80,0.7075912258115244
81,0.7071293013216523
82,0.7089456391320782
83,0.7083600940573478
84,0.7072753916549358
85,0.7082029142686652
86,0.709097666067843
87,0.7076480422349051
88,0.7078885815222049
89,0.7096705351864163
90,0.7081916544746892
91,0.7077963717898518
92,0.7092795872253939
93,0.7088297770168205
94,0.7079085389527773
95,0.7086701540863848
96,0.7094625862771918
97,0.7082095734758855
98,0.7084054828713473
99,0.7099398650470862
100,0.7086594296929575
