n_mode,Rup
1,0.7003771029189557
2,0.6290156837603659
3,0.4235537367947644
4,0.4952294304980822
5,0.6828732066275935
6,0.6018599003393416
7,0.55337389864768
8,0.6781083600481467
9,0.6658920705972942
10,0.6125165550942825
11,0.6290492528221768
12,0.6772871918306327
13,0.632467331111745
14,0.6315763406903325
15,0.6816794885812294
16,0.6601091284557276
17,0.6440857106773611
18,0.6642913386913908
19,0.675748030933637
20,0.6577716826010447
21,0.6598915283918199
22,0.6825669696251062
23,0.6675655184581197
24,0.6616141519288443
25,0.6789651581924336
26,0.6759822006545656
27,0.6661737514643944
28,0.6729847282240161
29,0.681714739925089
30,0.6714868780811787
31,0.6715814327444787
32,0.6846713874876729
33,0.6766225699670906
34,0.6725244295685532
35,0.6805644343570054
36,0.681165138691678
37,0.6750279381770189
38,0.6780850064593038
39,0.6844776544466085
40,0.6781253225959665
41,0.6773946374209651
42,0.6858857933865351
43,0.6810469065008093
44,0.6779876729475904
45,0.6826456137734879
46,0.6838501616400913
47,0.6795386157734652
48,0.6812365405256345
49,0.6860927364590178
50,0.681600714595943
51,0.6808131629136015
52,0.6865106100745281
53,0.6836966749190998
54,0.6812178222690728
55,0.6842753215970528
56,0.6856006015203775
57,0.6822802690522546
58,0.6833399371939771
59,0.687189519304666
60,0.683755867177736
61,0.683046058239823
62,0.6870396436035974
63,0.6853608221978041
64,0.6833344969094574
65,0.6855098633577896
66,0.6867815843347113
67,0.6841158551529892
68,0.6848314874702507
69,0.6879624238963413
70,0.6852347239564976
71,0.6846085370292302
72,0.6875857077670904
73,0.6864898382544254
74,0.6848207652891135
75,0.6864627855122156
76,0.6876274121222694
77,0.6854198164904958
78,0.6859392901737492
79,0.6885398756785372
80,0.6862968528725988
81,0.6857586427084679
82,0.6880937225913416
83,0.6873072910712746
84,0.6859175188988084
85,0.6872150519941473
86,0.6882673909503163
87,0.6863895062275088
88,0.6867918125058629
89,0.6889922199588511
90,0.6870976761466485
91,0.6866381386830049
92,0.6885423247603201
93,0.6879315758672049
94,0.686757809425017
95,0.6878213006621917
96,0.6887542233302478
97,0.687137196886811
98,0.6874667819688951
99,0.6893578228023409
100,0.6877208290564527
