n_mode,Rup
1,0.44985872294140417
2,0.4478524386051832
3,0.3867945336119873
4,0.3908998274109029
5,0.45531729796689524
6,0.4429939454047867
7,0.4291644944414845
8,0.4511923718590953
9,0.45545972564359655
10,0.43836616299339204
11,0.44118337513381206
12,0.45582215074834387
13,0.4449715973465665
14,0.4440794692810415
15,0.456072435185275
16,0.45291241138132154
17,0.4491492993078228
18,0.4514885354542989
19,0.45657974913326294
20,0.4533915160569934
21,0.45164712551841846
22,0.4581086116974108
23,0.455698296172416
24,0.45296508559537635
25,0.45623027751834083
26,0.4573687881981958
27,0.45466130334440846
28,0.4551497867861364
29,0.45856412332138885
30,0.45634495024322436
31,0.45537624263208065
32,0.4587501999681879
33,0.45768142655039346
34,0.4560815512778029
35,0.45734662234163903
36,0.4587083781636397
37,0.45705877673412765
38,0.4569953656713488
39,0.45926306971674213
40,0.4579888184811568
41,0.4571580536573803
42,0.45920882529546686
43,0.4587086618193395
44,0.4576002805139638
45,0.45824510598695284
46,0.45931777304726124
47,0.4582033214992987
48,0.45807025571678345
49,0.4596969035268846
50,0.4588241166365417
51,0.4581834367078088
52,0.4594805378197558
53,0.4593743945334157
54,0.4584872448182572
55,0.45887497351569434
56,0.459765918669179
57,0.4588998650003132
58,0.4587632939484494
59,0.46001595247970317
60,0.45934857418552333
61,0.4588454956686642
62,0.45971364351257754
63,0.4597644173736713
64,0.4590656086388202
65,0.4593229789092073
66,0.46007139919203727
67,0.45937261773494953
68,0.4592432654292866
69,0.4602421546087128
70,0.4597163293374865
71,0.459304173237013
72,0.4599346816977915
73,0.4600415824467192
74,0.4594708252848093
75,0.45965591060143973
76,0.460286577915374
77,0.459709224100641
78,0.45959382469190324
79,0.4604116326866853
80,0.459979434440317
81,0.45963932876336705
82,0.4601279139752708
83,0.4602419971321791
84,0.4597693884373183
85,0.4599119921719415
86,0.4604512565228375
87,0.45995967681159294
88,0.45986007423431746
89,0.4605461431512781
90,0.46017962213649577
91,0.4598941022775753
92,0.46029129787271783
93,0.4603972134978979
94,0.4599978065067515
95,0.4601142798708814
96,0.460577204636722
97,0.4601530438556188
98,0.46006866810295055
99,0.46065601965347575
100,0.46033590148938097
