n_mode,Rup
1,0.7021993580234229
2,0.6135701598086808
3,0.5364273856538962
4,0.5495542187081759
5,0.7009711048507565
6,0.6485474821613109
7,0.6194599042824729
8,0.7042331251971994
9,0.6840094152523417
10,0.6433526799695256
11,0.6633966686634011
12,0.698039604295661
13,0.6483621162991056
14,0.6618432707356748
15,0.7040518992628866
16,0.6778330529620374
17,0.6729349227957725
18,0.689809329351754
19,0.6967559825238849
20,0.6804772388028546
21,0.6857001414779283
22,0.7047041162579311
23,0.6913821644657228
24,0.6861242242468308
25,0.7021108410784546
26,0.698172670089981
27,0.689109553838279
28,0.6967822486181207
29,0.7037627047581221
30,0.6941858882247348
31,0.6952989851595497
32,0.7065816428440926
33,0.6981427118312531
34,0.6956431934757488
35,0.7032105232004197
36,0.7029020606542925
37,0.6975111422087245
38,0.701056870633923
39,0.7061592415488006
40,0.7000328726285848
41,0.7003015756930645
42,0.7079538156316451
43,0.7027620934693107
44,0.7005431592015652
45,0.7050444552847782
46,0.7054113237164448
47,0.7017421392028568
48,0.7038025459348933
49,0.707810133807218
50,0.703498099951582
51,0.7033124500782686
52,0.7085410031123838
53,0.7053956345067925
54,0.7034877404525353
55,0.7065085989761842
56,0.7072620826189159
57,0.7042845635110736
58,0.7056711920976735
59,0.7089573189449285
60,0.7055347027390553
61,0.7053232251143529
62,0.7090097398704017
63,0.7070336616570587
64,0.7054456286646569
65,0.7076267075106806
66,0.7084600011349869
67,0.7060284145791025
68,0.7070192588910105
69,0.7097344174812187
70,0.7069985576454042
71,0.7067537811275953
72,0.7095167649728826
73,0.7081808704558383
74,0.706839071061784
75,0.7085029839756269
76,0.7093135852370982
77,0.7072872815451368
78,0.7080342080507744
79,0.7103114939143875
80,0.7080467138760963
81,0.7078202485983697
82,0.7099975348192294
83,0.7090011349183954
84,0.7078794391111677
85,0.7092028728294585
86,0.7099729296976289
87,0.7082320827226662
88,0.708823643072585
89,0.7107679815058728
90,0.7088454597433104
91,0.7086444266050345
92,0.7104255587350073
93,0.7096368520306879
94,0.7086842627602599
95,0.709771793251934
96,0.7104732208422863
97,0.7089662093478782
98,0.7094543979246536
99,0.7111385185930009
100,0.7094716859252861
