n_mode,Rup
1,0.827804580527429
2,0.7942893532913938
3,0.7593803489119366
4,0.7492949319144375
5,0.7760541585590532
6,0.7641912435153222
7,0.7520621703650833
8,0.7696823340787398
9,0.7688207689693772
10,0.7662117560207259
11,0.7613856672523828
12,0.7690663101643697
13,0.7676323462816275
14,0.7634688678271389
15,0.7680097316209069
16,0.7676640216959543
17,0.7645030301406822
18,0.7647627331145502
19,0.7678258294713143
20,0.7655818433419009
21,0.7646762018532578
22,0.7675415204862579
23,0.7664175362157362
24,0.7654107307541727
25,0.7665831681028183
26,0.7671710845927142
27,0.7661515649002235
28,0.765690144744478
29,0.7673346630909409
30,0.7665897126032529
31,0.7658150031167776
32,0.767456136690265
33,0.7669582611523043
34,0.7661893842802971
35,0.7665389636424799
36,0.767194642650167
37,0.7665456050284394
38,0.7662683518470059
39,0.7673959657167474
40,0.76689097055074
41,0.7663764264207341
42,0.7673727125688009
43,0.7671592538532027
44,0.7666055749201345
45,0.766733532574771
46,0.7673330804374427
47,0.7668451121547069
48,0.7666141112674444
49,0.7674372080884041
50,0.7670720438886296
51,0.7666984572052615
52,0.7673175311067708
53,0.7672431905869201
54,0.7668550908266242
55,0.7668992260270324
56,0.7673817309286683
57,0.7670305129910596
58,0.7668364691784026
59,0.7674556366135914
60,0.7671928856906646
61,0.7669010390645624
62,0.7673064382473437
63,0.7673267316412397
64,0.7670168621107634
65,0.7670285959110746
66,0.7674190274515007
67,0.7671477715292843
68,0.7669892046220373
69,0.7674759319172714
70,0.767270120485587
71,0.7670393220789865
72,0.7673254415728178
73,0.7673747998828784
74,0.7671285060745183
75,0.7671275078356421
76,0.7674529356591082
77,0.7672302589718615
78,0.7670992679161864
79,0.7674956707136064
80,0.7673287775855849
81,0.7671387918449497
82,0.7673548479412113
83,0.7674137425269529
84,0.7672095554762128
85,0.7672040890513384
86,0.7674778920271006
87,0.7672915024792943
88,0.7671818614105087
89,0.7675122671241299
90,0.7673721088344626
91,0.7672133862337425
92,0.7673859619450238
93,0.7674429145172219
94,0.7672708177506946
95,0.7672646960286986
96,0.7674975123454459
97,0.7673384448401624
98,0.7672458305572939
99,0.7675262407113689
100,0.7674059339180472
